Guid	Url	Answer	ExtractAnnotation	TargetVariableJson	AnswerJson	ConditionsJson
ac7dd136-6ddd-11ea-bfc3-ccda262736ce	https://socratic.org/questions/a-gas-at-362-k-occupies-a-volume-of-0-67-l-at-what-temperature-will-the-volume-i	605.13 K	start physical_unit 1 1 temperature k qc_end physical_unit 1 1 3 4 temperature qc_end physical_unit 1 1 9 10 volume qc_end physical_unit 1 1 19 20 volume qc_end end	[{"type":"physical unit","value":"Temperature2 [OF] the gas [IN] K"}]	[{"type":"physical unit","value":"605.13 K"}]	[{"type":"physical unit","value":"Temperature1 [OF] the gas [=] \\pu{362 K}"},{"type":"physical unit","value":"Volume1 [OF] the gas [=] \\pu{0.67 L}"},{"type":"physical unit","value":"Volume2 [OF] the gas [=] \\pu{1.12 L}"}]
a9a3fbf6-6ddd-11ea-9cd4-ccda262736ce	https://socratic.org/questions/what-is-the-poh-of-a-8-4x10-11-m-oh-solution	10.08	start physical_unit 11 11 poh none qc_end physical_unit 10 10 6 9 molarity qc_end end	[{"type":"physical unit","value":"pOH [OF] the solution"}]	[{"type":"physical unit","value":"10.08"}]	[{"type":"physical unit","value":"Molarity [OF] OH- [=] \\pu{8.4 × 10^(-11) M}"}]
ac90a940-6ddd-11ea-8ca7-ccda262736ce	https://socratic.org/questions/what-is-the-ph-of-a-3-9-10-8-m-oh-solution	7.08	start physical_unit 10 11 ph none qc_end physical_unit 10 11 6 9 molarity qc_end end	[{"type":"physical unit","value":"pH [OF] NaOH solution"}]	[{"type":"physical unit","value":"7.08"}]	[{"type":"physical unit","value":"Molarity [OF] NaOH solution [=] \\pu{3.9 × 10^(-8) M}"}]
ac579c08-6ddd-11ea-adcc-ccda262736ce	https://socratic.org/questions/using-the-equation-fe-2o-3-2al-2fe-al-2o-3-how-many-grams-of-al-are-needed-to-co	45.62 grams	start physical_unit 6 6 mass g qc_end physical_unit 3 3 23 24 mass qc_end chemical_equation 3 11 qc_end c_other OTHER qc_end end	[{"type":"physical unit","value":"Mass [OF] Al [IN] grams"}]	[{"type":"physical unit","value":"45.62 grams"}]	[{"type":"physical unit","value":"Mass [OF] Fe2O3 [=] \\pu{135 grams}"},{"type":"chemical equation","value":"Fe2O3 + 2 Al -> 2 Fe + Al2O3"},{"type":"other","value":"Completely react."}]
ac2be38d-6ddd-11ea-ae4b-ccda262736ce	https://socratic.org/questions/what-is-the-formula-of-lithium-nitride	Li3N	start chemical_formula qc_end substance 5 6 qc_end end	[{"type":"other","value":"Chemical Formula [OF] lithium nitride [IN] default"}]	[{"type":"chemical equation","value":"Li3N"}]	[{"type":"substance name","value":"Lithium nitride"}]
ac7b1258-6ddd-11ea-8b24-ccda262736ce	https://socratic.org/questions/how-many-moles-of-pb-no-3-2-are-required-if-12-moles-of-al-no-3-3-are-produced	36.00 moles	start physical_unit 4 4 mole mol qc_end physical_unit 11 11 8 9 mole qc_end end	[{"type":"physical unit","value":"Mole [OF] Pb(NO3)2 [IN] moles"}]	[{"type":"physical unit","value":"36.00 moles"}]	[{"type":"physical unit","value":"Mole [OF] Al2(NO3)3 [=] \\pu{12 moles}"}]
ac5c4147-6ddd-11ea-a040-ccda262736ce	https://socratic.org/questions/if-you-evaporated-453-ml-of-a-6-5-m-solution-of-iron-ii-nitrite-what-mass-of-iro	435.36 g	start physical_unit 11 13 mass g qc_end physical_unit 9 9 3 4 volume qc_end physical_unit 11 13 7 8 molarity qc_end end	[{"type":"physical unit","value":"Mass [OF] iron (II) nitrite [IN] g"}]	[{"type":"physical unit","value":"435.36 g"}]	[{"type":"physical unit","value":"Volume [OF] iron (II) nitrite solution [=] \\pu{453 mL}"},{"type":"physical unit","value":"Molarity [OF] iron (II) nitrite solution [=] \\pu{6.5 M}"}]
a8b3329a-6ddd-11ea-8cd7-ccda262736ce	https://socratic.org/questions/the-volume-of-a-sample-of-a-gas-at-273-c-is-200-0-l-if-the-volume-is-decreased-t	0 ℃	start physical_unit 7 7 temperature °c qc_end physical_unit 7 7 9 10 temperature qc_end c_other OTHER qc_end physical_unit 7 7 12 13 volume qc_end physical_unit 7 7 20 21 volume qc_end end	[{"type":"physical unit","value":"Temperature2 [OF] the gas sample  [IN] ℃"}]	[{"type":"physical unit","value":"0 ℃"}]	[{"type":"physical unit","value":"Temperature1 [OF] the gas sample [=] \\pu{273 ℃}"},{"type":"other","value":"Constant pressure"},{"type":"physical unit","value":"Volume1 [OF] the gas sample [=] \\pu{200.0 L}"},{"type":"physical unit","value":"Volume2 [OF] the gas sample [=] \\pu{100.0 L}"}]
ad1165b4-6ddd-11ea-8f45-ccda262736ce	https://socratic.org/questions/what-is-specific-heat-of-steam	2.01 kJ/(kg * ℃)	start physical_unit 5 5 specific_heat kj/(kg_·_°c) qc_end substance 5 5 qc_end end	[{"type":"physical unit","value":"Specific heat [OF] steam [IN] kJ/(kg * ℃)"}]	[{"type":"physical unit","value":"2.01 kJ/(kg * ℃)"}]	[{"type":"substance name","value":"Steam"}]
a95c3bba-6ddd-11ea-9c9f-ccda262736ce	https://socratic.org/questions/59a2b83fb72cff6f4984a1a2	23.21 L	start physical_unit 8 8 volume l qc_end physical_unit 8 8 4 5 volume qc_end physical_unit 8 8 16 17 pressure qc_end physical_unit 8 8 19 20 pressure qc_end end	[{"type":"physical unit","value":"Volume2 [OF] the gas [IN] L"}]	[{"type":"physical unit","value":"23.21 L"}]	[{"type":"physical unit","value":"Volume1 [OF] the gas [=] \\pu{22.5 L}"},{"type":"physical unit","value":"Pressure1 [OF] the gas [=] \\pu{748 mmHg}"},{"type":"physical unit","value":"Pressure2 [OF] the gas [=] \\pu{725 mmHg}"}]
a8f816d0-6ddd-11ea-919e-ccda262736ce	https://socratic.org/questions/57d9930911ef6b7d4dbed6b8	1.70	start physical_unit 8 8 ph none qc_end physical_unit 10 10 6 7 molarity qc_end end	[{"type":"physical unit","value":"pH [OF] HCl(aq) solution"}]	[{"type":"physical unit","value":"1.70"}]	[{"type":"physical unit","value":"Molarity [OF] HCl(aq) solution [=] \\pu{0.020 mol/L}"}]
a98ad092-6ddd-11ea-937d-ccda262736ce	https://socratic.org/questions/590a1ad211ef6b71ad15fdb1	BaCO3(s) ->[\Delta] BaO(s) + CO2(g)	start chemical_equation qc_end substance 2 3 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the decompose"}]	[{"type":"chemical equation","value":"BaCO3(s) ->[\\Delta] BaO(s) + CO2(g)"}]	[{"type":"substance name","value":"barium carbonate"}]
ab04b52c-6ddd-11ea-a653-ccda262736ce	https://socratic.org/questions/a-solution-is-prepared-by-dissolving-5-6-g-of-koh-is-250-ml-of-it-calculate-the-	0.40 M	start physical_unit 19 20 molarity mol/l qc_end physical_unit 9 9 6 7 mass qc_end physical_unit 1 1 11 12 volume qc_end physical_unit 9 9 23 25 molar_mass qc_end end	[{"type":"physical unit","value":"Molarity [OF] the solution [IN] M"}]	[{"type":"physical unit","value":"0.40 M"}]	[{"type":"physical unit","value":"Mass [OF] KOH [=] \\pu{5.6 g}"},{"type":"physical unit","value":"Volume [OF] KOH solution [=] \\pu{250 mL}"},{"type":"physical unit","value":"Molar mass [OF] KOH [=] \\pu{56 g/ mol}"}]
ab2f2d9d-6ddd-11ea-a6ef-ccda262736ce	https://socratic.org/questions/a-first-order-reaction-has-an-arrhenius-constant-for-the-reaction-is-9-9-x-1010-	12 Celsius	start physical_unit 9 10 temperature °c qc_end c_other OTHER qc_end physical_unit 9 10 12 15 constant_r qc_end physical_unit 9 10 21 22 activation_barrier qc_end physical_unit 9 10 34 35 reaction_rate_constant qc_end end	[{"type":"physical unit","value":"Temperature [OF] the reaction [IN] Celsius"}]	[{"type":"physical unit","value":"12 Celsius"}]	[{"type":"other","value":"First order reaction."},{"type":"physical unit","value":"Arrhenius constant [OF] the reaction [=] \\pu{9.9 × 10^10 sec^(-1)}"},{"type":"physical unit","value":"Activation energy [OF] the reaction [=] \\pu{62.0 kJ}"},{"type":"physical unit","value":"Rate constant [OF] the reaction [=] \\pu{0.434 sec^(-1)}"}]
aa14eea7-6ddd-11ea-ba6c-ccda262736ce	https://socratic.org/questions/58dd468311ef6b232962a977	0.24 molar	start physical_unit 7 7 mole mol/l qc_end physical_unit 7 7 9 10 pressure qc_end physical_unit 7 7 13 14 temperature qc_end physical_unit 7 7 21 22 volume qc_end end	[{"type":"physical unit","value":"Mole [OF] the gas [IN] molar"}]	[{"type":"physical unit","value":"0.24 molar"}]	[{"type":"physical unit","value":"Pressure [OF] the gas [=] \\pu{742 mmHg}"},{"type":"physical unit","value":"Temperature [OF] the gas [=] \\pu{298.0 K}"},{"type":"physical unit","value":"Volume [OF] the gas [=] \\pu{6.0 L}"}]
aad41164-6ddd-11ea-acdd-ccda262736ce	https://socratic.org/questions/what-is-the-molecular-formula-of-a-compound-if-its-empirical-formula-is-cfbro-an	C3F3Br3O3	start chemical_formula qc_end c_other OTHER qc_end physical_unit 7 7 19 20 molar_mass qc_end end	[{"type":"other","value":"Chemical Formula [OF] the compound [IN] molecular"}]	[{"type":"chemical equation","value":"C3F3Br3O3"}]	[{"type":"other","value":"Its empirical formula is CFBrO"},{"type":"physical unit","value":"Molar mass [OF] the compound [=] \\pu{381.01 g/mol}"}]
a86ea22e-6ddd-11ea-91fd-ccda262736ce	https://socratic.org/questions/58554f5db72cff6a47c8776d	CaCO3(s) + deltaH -> CaO(s) + CO2(g); DeltaH = +178kJ/mol	start chemical_equation qc_end physical_unit 4 5 20 21 enthalpy qc_end physical_unit 11 12 7 8 mole qc_end substance 14 15 qc_end substance 17 18 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the formation"}]	[{"type":"chemical equation","value":"CaCO3(s) + deltaH -> CaO(s) + CO2(g); DeltaH = +178kJ/mol"}]	[{"type":"physical unit","value":"Enthalpy [OF] the formation [=] \\pu{+178 kJ}"},{"type":"physical unit","value":"Mole [OF] calcium oxide [=] \\pu{1 mole}"},{"type":"substance name","value":"Carbon dioxide"},{"type":"substance name","value":"Calcium carbonate"}]
ab1b46d8-6ddd-11ea-9a3a-ccda262736ce	https://socratic.org/questions/a-0-110-m-h-2so-4-solution-is-used-to-neutralize-10-0-ml-of-0-085-m-naoh-what-vo	3.86 mL	start physical_unit 18 19 volume ml qc_end physical_unit 3 4 1 2 molarity qc_end physical_unit 14 14 12 13 molarity qc_end physical_unit 4 4 9 10 volume qc_end end	[{"type":"physical unit","value":"Volume [OF] the acid [IN] mL"}]	[{"type":"physical unit","value":"3.86 mL"}]	[{"type":"physical unit","value":"Molarity [OF] H2SO4 solution [=] \\pu{0.110 M}"},{"type":"physical unit","value":"Molarity [OF] NaOH solution [=] \\pu{0.085 M}"},{"type":"physical unit","value":"Volume [OF] NaOH solution [=] \\pu{10.0 mL}"}]
a8e97703-6ddd-11ea-b0fb-ccda262736ce	https://socratic.org/questions/5933f8a67c0149397b1a83df	S2O3^2− + 2H+ -> S + H2O + SO2	start chemical_equation qc_end chemical_equation 4 4 qc_end substance 8 8 qc_end substance 10 11 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the equation"}]	[{"type":"chemical equation","value":"S2O3^2− + 2H+ -> S + H2O + SO2"}]	[{"type":"chemical equation","value":"S2O3^2−"},{"type":"substance name","value":"Sulfur"},{"type":"substance name","value":"Sulfur dioxide"}]
a8b1fcd2-6ddd-11ea-9e3a-ccda262736ce	https://socratic.org/questions/what-is-the-molarity-of-a-solution-of-nitric-acid-if-0-216-of-barium-hydroxide-i	0.1 mol/L	start physical_unit 8 9 molarity mol/l qc_end physical_unit 14 15 11 12 mass qc_end physical_unit 8 9 20 21 volume qc_end end	[{"type":"physical unit","value":"Molarity [OF] nitric acid solution [IN] mol/L"}]	[{"type":"physical unit","value":"0.1 mol/L"}]	[{"type":"physical unit","value":"Mass [OF] barium hydroxide [=] \\pu{0.216 g}"},{"type":"physical unit","value":"Volume [OF] nitric acid [=] \\pu{20.00 mL}"}]
ac0e8cf6-6ddd-11ea-a8d7-ccda262736ce	https://socratic.org/questions/what-volume-of-nh-3-at-stp-is-produced-if-25-0-g-of-n-2-is-reacted-with-an-exces	40.0 L	start physical_unit 3 3 volume l qc_end c_other STP qc_end physical_unit 12 12 9 10 mass qc_end c_other OTHER qc_end chemical_equation 23 29 qc_end end	[{"type":"physical unit","value":"Volume [OF] NH3 [IN] L"}]	[{"type":"physical unit","value":"40.0 L"}]	[{"type":"other","value":"STP"},{"type":"physical unit","value":"Mass [OF] N2 [=] \\pu{25.0 g}"},{"type":"other","value":"Excess of H2."},{"type":"chemical equation","value":"N2 + 3 H2 -> 2 NH3"}]
ac0f28ba-6ddd-11ea-b678-ccda262736ce	https://socratic.org/questions/if-3-38-g-of-cuno-3-is-dissolved-in-water-to-make-a-0-450-m-solution-what-is-the	0.04 L	start physical_unit 14 14 volume l qc_end physical_unit 4 4 1 2 mass qc_end substance 8 8 qc_end physical_unit 4 4 12 13 molarity qc_end end	[{"type":"physical unit","value":"Volume [OF] CuNO3 solution [IN] L"}]	[{"type":"physical unit","value":"0.04 L"}]	[{"type":"physical unit","value":"Mass [OF] CuNO3 [=] \\pu{3.38 g}"},{"type":"substance name","value":"Water"},{"type":"physical unit","value":"Molarity [OF] CuNO3 solution [=] \\pu{0.450 M}"}]
ac12f939-6ddd-11ea-8952-ccda262736ce	https://socratic.org/questions/a-given-volume-of-a-buffer-solution-contains-6-85-x-10-3-mol-of-the-weak-acid-hy	3.42	start physical_unit 16 16 pka none qc_end physical_unit 16 16 8 11 mole qc_end physical_unit 25 25 18 21 mole qc_end physical_unit 29 31 33 33 ph qc_end end	[{"type":"physical unit","value":"pKa [OF] HY"}]	[{"type":"physical unit","value":"3.42"}]	[{"type":"physical unit","value":"Mole [OF] HY [=] \\pu{6.85 × 10^(-3) mol}"},{"type":"physical unit","value":"Mole [OF] NaY [=] \\pu{2.98 × 10^(-3) mol}"},{"type":"physical unit","value":"pH [OF] the buffer solution [=] \\pu{3.78}"}]
a92e88ca-6ddd-11ea-8286-ccda262736ce	https://socratic.org/questions/what-is-the-ph-of-a-200-m-solution-of-formic-acid	2.23	start physical_unit 8 8 ph none qc_end physical_unit 10 11 6 7 molarity qc_end end	[{"type":"physical unit","value":"pH [OF] formic acid solution"}]	[{"type":"physical unit","value":"2.23"}]	[{"type":"physical unit","value":"Molarity [OF] formic acid solution [=] \\pu{0.200 M}"}]
ab050aa6-6ddd-11ea-a775-ccda262736ce	https://socratic.org/questions/in-the-equation-mg-2hcl-mgcl-2-h-2-what-volume-of-hydrogen-at-stp-is-produced-fr	23.07 L	start physical_unit 14 14 volume l qc_end physical_unit 3 3 23 24 mass qc_end physical_unit 6 6 31 32 mass qc_end chemical_equation 3 10 qc_end c_other STP qc_end end	[{"type":"physical unit","value":"Volume [OF] hydrogen [IN] L"}]	[{"type":"physical unit","value":"23.07 L"}]	[{"type":"physical unit","value":"Mass [OF] Mg [=] \\pu{50.0 g}"},{"type":"physical unit","value":"Mass [OF] HCl [=] \\pu{75 g}"},{"type":"chemical equation","value":"Mg + 2 HCl -> MgCl2 + H2"},{"type":"other","value":"STP"}]
a9678ea2-6ddd-11ea-b634-ccda262736ce	https://socratic.org/questions/what-is-the-mole-fraction-of-kcl-in-a-mixture-of-0-564g-nacl-1-52g-kcl-and-0-857	0.40	start physical_unit 6 9 mole_fraction none qc_end physical_unit 13 13 11 12 mass qc_end physical_unit 6 6 14 15 mass qc_end physical_unit 20 20 18 19 mass qc_end end	[{"type":"physical unit","value":"Mole fraction [OF] KCl in a mixture"}]	[{"type":"physical unit","value":"0.40"}]	[{"type":"physical unit","value":"Mass [OF] NaCl [=] \\pu{0.564 g}"},{"type":"physical unit","value":"Mass [OF] KCl [=] \\pu{1.52 g}"},{"type":"physical unit","value":"Mass [OF] LiCl [=] \\pu{0.857 g}"}]
a8d00834-6ddd-11ea-accd-ccda262736ce	https://socratic.org/questions/5473b86c581e2a14bf83682d	1.62 × 10^24	start physical_unit 2 3 number none qc_end physical_unit 8 8 6 7 mass qc_end end	[{"type":"physical unit","value":"Number [OF] oxygen atoms"}]	[{"type":"physical unit","value":"1.62 × 10^24"}]	[{"type":"physical unit","value":"Mass [OF] Fe3(PO4)2 [=] \\pu{120.23 g}"}]
a8a76e68-6ddd-11ea-a363-ccda262736ce	https://socratic.org/questions/what-is-the-ph-of-a-3-5-x-10-3-m-hno-3-solution	2.46	start physical_unit 10 11 ph none qc_end physical_unit 10 11 6 9 molarity qc_end end	[{"type":"physical unit","value":"pH [OF] HNO3 solution"}]	[{"type":"physical unit","value":"2.46"}]	[{"type":"physical unit","value":"Molarity [OF] HNO3 solution [=] \\pu{3.5 × 10^(−3) M}"}]
ac42e576-6ddd-11ea-a1db-ccda262736ce	https://socratic.org/questions/i-ve-got-a-car-with-an-internal-volume-of-12-000-l-if-i-drive-my-car-into-the-ri	8571 L	start physical_unit 28 29 volume l qc_end physical_unit 28 29 9 10 volume qc_end physical_unit 28 29 35 36 pressure qc_end physical_unit 28 29 38 39 pressure qc_end end	[{"type":"physical unit","value":"Volume2 [OF] the gas [IN] L"}]	[{"type":"physical unit","value":"8571 L"}]	[{"type":"physical unit","value":"Volume1 [OF] the gas [=] \\pu{12000 L}"},{"type":"physical unit","value":"Pressure1 [OF] the gas [=] \\pu{1.0 atm}"},{"type":"physical unit","value":"Pressure2 [OF] the gas [=] \\pu{1.4 atm}"}]
a973c46f-6ddd-11ea-8e76-ccda262736ce	https://socratic.org/questions/what-is-the-concentration-of-all-ions-present-in-the-following-solutions-0-100-m	3.00 M	start physical_unit 5 6 concentration mol/l qc_end physical_unit 15 15 12 13 mole qc_end physical_unit 19 19 17 18 volume qc_end end	[{"type":"physical unit","value":"Concentration [OF] all ions [IN] M"}]	[{"type":"physical unit","value":"3.00 M"}]	[{"type":"physical unit","value":"Mole [OF] Ca(NO3)2 [=] \\pu{0.100 mole}"},{"type":"physical unit","value":"Volume [OF] solution [=] \\pu{100.0 mL}"}]
a994ff22-6ddd-11ea-bc04-ccda262736ce	https://socratic.org/questions/whatare-the-molar-concentrations-of-all-ions-in-a-500-ml-saturated-solution-of-s	1.34 × 10^(-5) M	start physical_unit 6 7 molarity mol/l qc_end physical_unit 13 13 10 11 volume qc_end end	[{"type":"physical unit","value":"Molar concentration [OF] all ions [IN] M"}]	[{"type":"physical unit","value":"1.34 × 10^(-5) M"}]	[{"type":"physical unit","value":"Volume [OF] silver chloride saturated solution [=] \\pu{500 mL}"},{"type":"physical unit","value":"Temperature [OF] silver chloride saturated solution [=] \\pu{25 degrees Celsius}"}]
ab09a59a-6ddd-11ea-8268-ccda262736ce	https://socratic.org/questions/how-do-you-balance-srbr-2-nh-4-2co-3-srco-3-nh-4br	SrBr2 + (NH4)2CO3 -> SrCO3 + 2 NH4Br	start chemical_equation qc_end chemical_equation 4 10 qc_end end	[{"type":"other","value":"Chemical Equation [OF] the equation"}]	[{"type":"chemical equation","value":"SrBr2 + (NH4)2CO3 -> SrCO3 + 2 NH4Br"}]	[{"type":"chemical equation","value":"SrBr2 + (NH4)2CO3 -> SrCO3 + NH4Br"}]
aaf3983e-6ddd-11ea-b0c3-ccda262736ce	https://socratic.org/questions/the-compound-adrenaline-contains-56-79-carbon-6-56-hydrogen-28-3-oxygen-and-8-28	C8H11O3N	start chemical_formula qc_end end	[{"type":"other","value":"Chemical Formula [OF] the compound [IN] empirical"}]	[{"type":"chemical equation","value":"C8H11O3N"}]	[{"type":"physical unit","value":"Percent by mass [OF] carbon in the compound [=] \\pu{56.79%}"},{"type":"physical unit","value":"Percent by mass [OF] hydrogen in the compound [=] \\pu{6.56%}"},{"type":"physical unit","value":"Percent by mass [OF] oxygen in the compound [=] \\pu{28.3%}"},{"type":"physical unit","value":"Percent by mass [OF] nitrogen in the compound [=] \\pu{8.28%}"}]
a8ff1118-6ddd-11ea-b98c-ccda262736ce	https://socratic.org/questions/given-the-following-how-many-millimoles-mmol-of-the-non-limiting-reactant-will-r	2.33 millimoles	start physical_unit 9 10 mole mmol qc_end physical_unit 21 21 32 33 mass qc_end physical_unit 28 29 40 41 molarity qc_end physical_unit 28 29 37 38 volume qc_end c_other OTHER qc_end end	[{"type":"physical unit","value":"Mole [OF] non-limiting reactant [IN] millimoles"}]	[{"type":"physical unit","value":"2.33 millimoles"}]	[{"type":"physical unit","value":"Mass [OF] iron [=] \\pu{0.485 grams}"},{"type":"physical unit","value":"Molarity [OF] copper(II) sulfate [=] \\pu{0.438 M}"},{"type":"physical unit","value":"Volume [OF] copper(II) sulfate [=] \\pu{14.5 mL}"},{"type":"other","value":"Iron is oxidized to Fe^2+ by a copper(II) sulfate solution."}]
